YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NUMBER OF VOTERS (MARGIN),VOTE %,Category,VOTES CASTED,Election Type
1972,Bihar,Godda,232,Vinita Sahu,Male,Indian National Congress,Hand,74105,14421,49.6,ST,36733,Vidhan Sabha (State)
1972,Bihar,Rajmahal,233,Ramesh Sah,Male,Indian National Congress,Hand,53169,4264,57,GEN,30296,Vidhan Sabha (State)
1972,Bihar,Pakur,234,Ramesh Begum,Male,Communist Party of India,Corn and Sickle,65027,9230,50.9,GEN,33103,Vidhan Sabha (State)
1972,Bihar,Maheshpur,235,Gita Kaur,Female,Indian National Congress,Hand,45261,8399,58.4,GEN,26417,Vidhan Sabha (State)
1972,Bihar,Sikaripara,236,Mahesh Sahu,Male,Independent,Other,80543,11803,49,GEN,39428,Vidhan Sabha (State)
1972,Bihar,Littipara,237,Sangita Ram,Male,Bharatiya Jana Sangh,Lamp,76995,7720,52.9,SC,40764,Vidhan Sabha (State)
1972,Bihar,Boarijor,238,Sunil Tiwari,Male,Independent,Other,48828,11340,62.2,SC,30384,Vidhan Sabha (State)
1972,Bihar,Barhait,239,Dev Paswan,Male,Bharatiya Jana Sangh,Lamp,65615,11695,45.5,GEN,29860,Vidhan Sabha (State)
1972,Bihar,Sarath,240,Braj Thakur,Male,Indian National Congress,Hand,54520,2704,48.2,SC,26290,Vidhan Sabha (State)
1972,Bihar,Poreyahat,241,Savita Mishra,Male,Independent,Other,58842,12863,59.8,GEN,35192,Vidhan Sabha (State)
1972,Bihar,Madhupur,242,Sita Das,Female,Indian National Congress,Hand,46909,7717,62.8,GEN,29446,Vidhan Sabha (State)
1972,Bihar,Deoghar,243,Savita Mahto,Male,Indian National Congress,Hand,65547,6217,46.7,GEN,30607,Vidhan Sabha (State)
1977,Bihar,Valmiki Nagar,1,Dev Rai,Male,Janata Party,Wheel,82590,1790,55.7,GEN,45968,Vidhan Sabha (State)
1977,Bihar,Ramnagar,2,Suresh Ansari,Male,Indian National Congress,Hand,48327,1059,52.5,GEN,25395,Vidhan Sabha (State)
1977,Bihar,Narkatiaganj,3,Vijay Kaur,Male,Janata Party,Wheel,62312,6925,52.2,SC,32507,Vidhan Sabha (State)
1977,Bihar,Bagaha,4,Nisha Mishra,Male,Janata Party,Wheel,76219,5830,48.1,GEN,36668,Vidhan Sabha (State)
1977,Bihar,Lauriya,5,Suraj Kaur,Male,Independent,Other,66462,12192,45.2,GEN,30070,Vidhan Sabha (State)
1977,Bihar,Nautan,6,Dev Sah,Male,Janata Party,Wheel,48082,10810,62.5,GEN,30046,Vidhan Sabha (State)
1977,Bihar,Chanpatia,7,Babita Das,Male,Janata Party,Wheel,76083,8237,58.9,GEN,44795,Vidhan Sabha (State)
1977,Bihar,Bettiah,8,Dev Paswan,Male,Independent,Other,74348,13236,63.1,GEN,46933,Vidhan Sabha (State)
1977,Bihar,Sikta,9,Dinesh Tiwari,Male,Indian National Congress,Hand,72925,4575,55.7,GEN,40585,Vidhan Sabha (State)
1977,Bihar,Raxaul,10,Vinita Alam,Male,Janata Party,Wheel,51246,14218,52.3,GEN,26821,Vidhan Sabha (State)
1977,Bihar,Sugauli,11,Kiran Begum,Male,Janata Party,Wheel,59041,3256,64.9,GEN,38336,Vidhan Sabha (State)
1977,Bihar,Narkatia,12,Kishore Das,Male,Indian National Congress,Hand,79280,14767,58,GEN,45995,Vidhan Sabha (State)
1977,Bihar,Harsidhi,13,Mohan Das,Male,Indian National Congress,Hand,84182,2055,64,SC,53858,Vidhan Sabha (State)
1977,Bihar,Govindganj,14,Sanjay Kumari,Female,Indian National Congress,Hand,48262,9806,57.7,GEN,27860,Vidhan Sabha (State)
1977,Bihar,Kesaria,15,Arun Begum,Male,Janata Party,Wheel,64052,2303,55.2,GEN,35349,Vidhan Sabha (State)
1977,Bihar,Kalyanpur,16,Arun Gupta,Male,Janata Party,Wheel,72643,12092,62.8,GEN,45633,Vidhan Sabha (State)
1977,Bihar,Pipra,17,Sita Thakur,Female,Indian National Congress,Hand,69132,3450,60.3,GEN,41712,Vidhan Sabha (State)
1977,Bihar,Madhuban,18,Binod Sah,Male,Janata Party,Wheel,53072,12155,52.4,GEN,27794,Vidhan Sabha (State)
1977,Bihar,Motihari,19,Barun Mandal,Male,Janata Party,Wheel,67057,7114,61.9,GEN,41505,Vidhan Sabha (State)
1977,Bihar,Chiraia,20,Vinita Sinha,Male,Janata Party,Wheel,75541,3859,49.3,GEN,37225,Vidhan Sabha (State)
1977,Bihar,Dhaka,21,Krishna Sahu,Male,Janata Party,Wheel,67071,13909,55.4,SC,37135,Vidhan Sabha (State)
1977,Bihar,Sheohar,22,Ajay Siddiqui,Male,Janata Party,Wheel,81362,8333,58.6,GEN,47700,Vidhan Sabha (State)
1977,Bihar,Riga,23,Sita Mahto,Female,Communist Party of India (Marxist),Hammer Sickle Star,74310,12794,47.8,SC,35553,Vidhan Sabha (State)
1977,Bihar,Bathnaha,24,Sunita Pandey,Male,Janata Party,Wheel,76102,14907,53.9,GEN,41012,Vidhan Sabha (State)
1977,Bihar,Parihar,25,Dev Ram,Male,Indian National Congress,Hand,78434,10288,63.4,GEN,49742,Vidhan Sabha (State)
1977,Bihar,Sursand,26,Anil Jha,Male,Janata Party,Wheel,60876,11670,48.6,GEN,29598,Vidhan Sabha (State)
1977,Bihar,Bajpatti,27,Arun Jha,Male,Janata Party,Wheel,56655,1228,50,GEN,28304,Vidhan Sabha (State)
1977,Bihar,Sitamarhi,28,Mira Gupta,Male,Janata Party,Wheel,80901,13808,51.6,GEN,41757,Vidhan Sabha (State)
1977,Bihar,Runisaidpur,29,Radha Sah,Male,Indian National Congress,Hand,54292,7837,64.6,GEN,35069,Vidhan Sabha (State)
1977,Bihar,Belsand,30,Raj Devi,Female,Independent,Other,84760,12785,48.5,GEN,41069,Vidhan Sabha (State)
1977,Bihar,Harlakhi,31,Saroj Sharma,Male,Janata Party,Wheel,60224,9407,64.8,GEN,39036,Vidhan Sabha (State)
1977,Bihar,Benipatti,32,Arun Mishra,Male,Janata Party,Wheel,80747,1464,57.2,GEN,46194,Vidhan Sabha (State)
1977,Bihar,Khajauli,33,Asha Sinha,Male,Janata Party,Wheel,77472,1378,52,GEN,40258,Vidhan Sabha (State)
1977,Bihar,Babubarhi,34,Suresh Jha,Male,Indian National Congress,Hand,72423,6889,57.2,GEN,41427,Vidhan Sabha (State)
1977,Bihar,Bisfi,35,Kavita Alam,Male,Janata Party,Wheel,82551,12095,62.4,SC,51532,Vidhan Sabha (State)
1977,Bihar,Madhubani,36,Vinita Mahto,Male,Independent,Other,76271,2450,55.5,SC,42326,Vidhan Sabha (State)
1977,Bihar,Rajnagar,37,Rangita Rai,Male,Janata Party,Wheel,81030,7980,62.4,GEN,50592,Vidhan Sabha (State)
1977,Bihar,Jhanjharpur,38,Ram Siddiqui,Male,Indian National Congress,Hand,54082,7235,61,GEN,32995,Vidhan Sabha (State)
1977,Bihar,Phulparas,39,Tarun Thakur,Male,Indian National Congress,Hand,59839,1942,64.6,GEN,38663,Vidhan Sabha (State)
1977,Bihar,Laukaha,40,Ganesh Verma,Male,Janata Party,Wheel,53674,7929,58.9,ST,31608,Vidhan Sabha (State)
1977,Bihar,Nirmali,41,Kiran Sharma,Male,Janata Party,Wheel,49347,2784,60.6,GEN,29919,Vidhan Sabha (State)
1977,Bihar,Supaul,42,Sushma Alam,Male,Indian National Congress,Hand,51319,8205,49.4,GEN,25367,Vidhan Sabha (State)
1977,Bihar,Triveniganj,43,Arun Pandey,Male,Indian National Congress,Hand,50802,14617,50.3,GEN,25562,Vidhan Sabha (State)
1977,Bihar,Chhatapur,44,Ajay Mahto,Male,Independent,Other,82136,3289,48.4,GEN,39760,Vidhan Sabha (State)
1977,Bihar,Sonbarsha,45,Kishore Sinha,Male,Independent,Other,72974,7923,58.6,GEN,42787,Vidhan Sabha (State)
1977,Bihar,Saharsa,46,Rekha Sinha,Male,Independent,Other,69994,11349,49.2,GEN,34403,Vidhan Sabha (State)
1977,Bihar,Simri Bakhtiarpur,47,Nisha Sharma,Male,Indian National Congress,Hand,45444,1186,53,GEN,24103,Vidhan Sabha (State)
1977,Bihar,Mahishi,48,Vijay Ansari,Male,Indian National Congress,Hand,78618,3331,58.3,GEN,45797,Vidhan Sabha (State)
1977,Bihar,Kusheshwar Sthan East,49,Vijay Thakur,Male,Janata Party,Wheel,48844,3608,64.6,SC,31556,Vidhan Sabha (State)
1977,Bihar,Kusheshwar Sthan,50,Sunil Das,Male,Janata Party,Wheel,64398,12770,59.1,GEN,38040,Vidhan Sabha (State)
1977,Bihar,Gaura Bauram,51,Sushma Roy,Male,Janata Party,Wheel,66780,8980,63.3,GEN,42276,Vidhan Sabha (State)
1977,Bihar,Alinagar,52,Sushma Sahu,Male,Indian National Congress,Hand,51658,12519,57.5,GEN,29689,Vidhan Sabha (State)
1977,Bihar,Bihariganj,53,Manoj Sahu,Male,Independent,Other,46241,14781,61.8,GEN,28591,Vidhan Sabha (State)
1977,Bihar,Madhepura,54,Ashok Alam,Male,Janata Party,Wheel,50157,10523,53.6,GEN,26866,Vidhan Sabha (State)
1977,Bihar,Alamnagar,55,Asha Thakur,Male,Janata Party,Wheel,65295,3948,50.5,GEN,32943,Vidhan Sabha (State)
1977,Bihar,Darbhanga Rural,56,Krishna Alam,Male,Independent,Other,48615,1607,58.3,GEN,28342,Vidhan Sabha (State)
1977,Bihar,Darbhanga,57,Gita Mahto,Female,Janata Party,Wheel,63717,1609,46.6,GEN,29669,Vidhan Sabha (State)
1977,Bihar,Hayaghat,58,Suresh Begum,Male,Janata Party,Wheel,61809,6394,50.9,GEN,31476,Vidhan Sabha (State)
1977,Bihar,Bahadurpur,59,Dinesh Pandey,Male,Janata Party,Wheel,72562,13317,60.9,GEN,44214,Vidhan Sabha (State)
1977,Bihar,Keoti,60,Kishore Gupta,Male,Independent,Other,69206,12433,60,GEN,41511,Vidhan Sabha (State)
1977,Bihar,Jale,61,Kiran Siddiqui,Male,Independent,Other,52595,2293,50.7,GEN,26671,Vidhan Sabha (State)
1977,Bihar,Gaighat,62,Radha Jha,Male,Indian National Congress,Hand,50518,2549,54.5,GEN,27513,Vidhan Sabha (State)
1977,Bihar,Aurai,63,Indira Tiwari,Male,Janata Party,Wheel,71131,10486,53.5,SC,38053,Vidhan Sabha (State)
1977,Bihar,Warisnagar,64,Sunita Mahto,Male,Independent,Other,84617,8939,55.6,GEN,47059,Vidhan Sabha (State)
1977,Bihar,Samastipur,65,Lalita Choudhary,Male,Indian National Congress,Hand,83296,13240,61.4,GEN,51150,Vidhan Sabha (State)
1977,Bihar,Dalsinghsarai,66,Anita Sahu,Male,Janata Party,Wheel,68048,2161,53.7,GEN,36570,Vidhan Sabha (State)
1977,Bihar,Sarairanjan,67,Babita Yadav,Male,Janata Party,Wheel,80086,12127,56.4,GEN,45200,Vidhan Sabha (State)
1977,Bihar,Mohiuddin Nagar,68,Ganesh Kaur,Male,Janata Party,Wheel,58557,1030,58.3,SC,34125,Vidhan Sabha (State)
1977,Bihar,Bibhutpur,69,Rangita Sharma,Male,Indian National Congress,Hand,61270,12220,64.2,GEN,39364,Vidhan Sabha (State)
1977,Bihar,Rosera,70,Anita Gupta,Male,Independent,Other,66206,9229,54.5,GEN,36051,Vidhan Sabha (State)
1977,Bihar,Hasanpur,71,Sushma Roy,Male,Indian National Congress,Hand,61325,14250,46,ST,28212,Vidhan Sabha (State)
1977,Bihar,Cheria Bariarpur,72,Anita Begum,Male,Janata Party,Wheel,49313,6225,47.8,GEN,23557,Vidhan Sabha (State)
1977,Bihar,Bachhwara,73,Krishna Mahto,Male,Janata Party,Wheel,65655,10352,50.6,ST,33246,Vidhan Sabha (State)
1977,Bihar,Matihani,74,Dinesh Prasad,Male,Janata Party,Wheel,51524,5369,47.8,GEN,24646,Vidhan Sabha (State)
1977,Bihar,Sahebpur Kamal,75,Ashok Sharma,Male,Janata Party,Wheel,69320,6792,59.9,GEN,41520,Vidhan Sabha (State)
1977,Bihar,Begusarai,76,Dinesh Sharma,Male,Independent,Other,48359,5271,61.2,GEN,29606,Vidhan Sabha (State)
1977,Bihar,Bakhri,77,Ganesh Kumari,Female,Janata Party,Wheel,54319,3674,57.4,GEN,31169,Vidhan Sabha (State)
1977,Bihar,Balia,78,Asha Mishra,Male,Janata Party,Wheel,80487,13979,55.6,GEN,44724,Vidhan Sabha (State)
1977,Bihar,Teghra,79,Mira Mandal,Male,Janata Party,Wheel,78543,3640,46.2,ST,36308,Vidhan Sabha (State)
1977,Bihar,Barauni,80,Kavita Ansari,Male,Janata Party,Wheel,80419,3573,63.7,GEN,51205,Vidhan Sabha (State)
1977,Bihar,Mokama,81,Dev Khan,Male,Independent,Other,76108,14532,58.6,GEN,44592,Vidhan Sabha (State)
1977,Bihar,Barh,82,Anil Sharma,Male,Janata Party,Wheel,58150,14285,64.5,GEN,37489,Vidhan Sabha (State)
1977,Bihar,Bakhtiarpur,83,Raj Paswan,Male,Indian National Congress,Hand,75261,11844,53.3,GEN,40101,Vidhan Sabha (State)
1977,Bihar,Digha,84,Raj Das,Male,Independent,Other,50463,8962,55,GEN,27737,Vidhan Sabha (State)
1977,Bihar,Bankipur,85,Manoj Kaur,Male,Janata Party,Wheel,59529,5306,52.8,GEN,31459,Vidhan Sabha (State)
1977,Bihar,Kumhrar,86,Suman Mandal,Male,Janata Party,Wheel,58934,3965,63,GEN,37118,Vidhan Sabha (State)
1977,Bihar,Patna Sahib,87,Ram Mandal,Male,Janata Party,Wheel,75626,13530,46.5,SC,35170,Vidhan Sabha (State)
1977,Bihar,Fatuha,88,Ajay Jha,Male,Janata Party,Wheel,70974,8521,60.9,GEN,43256,Vidhan Sabha (State)
1977,Bihar,Danapur,89,Mohan Yadav,Male,Janata Party,Wheel,48886,7863,54.7,GEN,26755,Vidhan Sabha (State)
1977,Bihar,Maner,90,Ganesh Begum,Male,Janata Party,Wheel,78429,4680,59.7,GEN,46844,Vidhan Sabha (State)
1977,Bihar,Phulwari,91,Sunita Gupta,Male,Janata Party,Wheel,48230,8688,45.2,GEN,21798,Vidhan Sabha (State)
1977,Bihar,Masaurhi,92,Ramesh Gupta,Male,Janata Party,Wheel,65239,12670,50.7,GEN,33107,Vidhan Sabha (State)
1977,Bihar,Paliganj,93,Suman Sinha,Male,Janata Party,Wheel,52478,3850,58.2,GEN,30556,Vidhan Sabha (State)
1977,Bihar,Bikram,94,Rangita Tiwari,Male,Janata Party,Wheel,67318,8245,61.1,GEN,41142,Vidhan Sabha (State)
1977,Bihar,Sandesh,95,Vijay Sahu,Male,Janata Party,Wheel,78996,9280,49.2,GEN,38890,Vidhan Sabha (State)
1977,Bihar,Barhara,96,Mohan Yadav,Male,Janata Party,Wheel,59035,11271,54.8,GEN,32345,Vidhan Sabha (State)
1977,Bihar,Arrah,97,Sangita Sharma,Male,Indian National Congress,Hand,84594,10978,54.4,GEN,45991,Vidhan Sabha (State)
1977,Bihar,Agiaon,98,Sunil Pandey,Male,Janata Party,Wheel,52188,9588,53.2,ST,27740,Vidhan Sabha (State)
1977,Bihar,Tarari,99,Vinita Sinha,Male,Independent,Other,52639,14962,64.6,GEN,33995,Vidhan Sabha (State)
1977,Bihar,Jagdishpur,100,Ashok Das,Male,Indian National Congress,Hand,78904,2809,60.6,GEN,47812,Vidhan Sabha (State)
1977,Bihar,Shahpur,101,Kavita Sharma,Male,Janata Party,Wheel,69262,3880,46.2,GEN,32001,Vidhan Sabha (State)
1977,Bihar,Brahampur,102,Anil Sah,Male,Janata Party,Wheel,58986,12744,58.8,GEN,34675,Vidhan Sabha (State)
1977,Bihar,Buxar,103,Gita Pandey,Female,Janata Party,Wheel,48607,12842,45.4,GEN,22057,Vidhan Sabha (State)
1977,Bihar,Dumraon,104,Pramod Sharma,Male,Indian National Congress,Hand,81316,10085,58.5,GEN,47575,Vidhan Sabha (State)
1977,Bihar,Rajpur,105,Sanjay Sah,Male,Indian National Congress,Hand,84240,11374,55.5,GEN,46762,Vidhan Sabha (State)
1977,Bihar,Ramgarh,106,Vijay Pandey,Male,Janata Party,Wheel,69244,9280,59.5,GEN,41231,Vidhan Sabha (State)
1977,Bihar,Mohania,107,Ramesh Roy,Male,Janata Party,Wheel,72512,11778,50.8,GEN,36849,Vidhan Sabha (State)
1977,Bihar,Bhabua,108,Vijay Mahto,Male,Janata Party,Wheel,47046,11626,62.2,GEN,29244,Vidhan Sabha (State)
1977,Bihar,Chainpur,109,Suresh Gupta,Male,Indian National Congress,Hand,84900,12119,46.4,GEN,39379,Vidhan Sabha (State)
1977,Bihar,Chenari,110,Lal Gupta,Male,Janata Party,Wheel,46542,10801,53.6,GEN,24968,Vidhan Sabha (State)
1977,Bihar,Sasaram,111,Vinita Gupta,Male,Indian National Congress,Hand,71687,8183,61.7,SC,44219,Vidhan Sabha (State)
1977,Bihar,Kargahar,112,Anil Singh,Male,Indian National Congress,Hand,65759,5678,60,GEN,39455,Vidhan Sabha (State)
1977,Bihar,Dinara,113,Suraj Rai,Male,Janata Party,Wheel,52661,12986,61.9,GEN,32594,Vidhan Sabha (State)
1977,Bihar,Nokha,114,Rekha Begum,Male,Janata Party,Wheel,74085,10767,50.3,GEN,37237,Vidhan Sabha (State)
1977,Bihar,Dehri,115,Shyam Kaur,Male,Janata Party,Wheel,48473,5346,55.2,SC,26758,Vidhan Sabha (State)
1977,Bihar,Karakat,116,Lal Choudhary,Male,Independent,Other,80270,7701,63.6,GEN,51059,Vidhan Sabha (State)
1977,Bihar,Obra,117,Anil Paswan,Male,Janata Party,Wheel,79767,2998,60.9,GEN,48568,Vidhan Sabha (State)
1977,Bihar,Arwal,118,Chand Thakur,Male,Janata Party,Wheel,52745,11286,47.1,GEN,24822,Vidhan Sabha (State)
1977,Bihar,Kurtha,119,Manoj Sahu,Male,Indian National Congress,Hand,61992,9299,56,GEN,34694,Vidhan Sabha (State)
1977,Bihar,Jahanabad,120,Indira Siddiqui,Male,Janata Party,Wheel,74510,2525,60.3,GEN,44902,Vidhan Sabha (State)
1977,Bihar,Ghosi,121,Tarun Pandey,Male,Janata Party,Wheel,79289,11546,63.4,GEN,50293,Vidhan Sabha (State)
1977,Bihar,Makhdumpur,122,Rangita Prasad,Male,Indian National Congress,Hand,52752,7031,48,GEN,25318,Vidhan Sabha (State)
1977,Bihar,Goh,123,Dinesh Jha,Male,Janata Party,Wheel,72150,6928,61.9,GEN,44671,Vidhan Sabha (State)
1977,Bihar,Nabinagar,124,Vinita Gupta,Male,Indian National Congress,Hand,70592,14226,58.9,GEN,41563,Vidhan Sabha (State)
1977,Bihar,Kutumba,125,Ajay Ansari,Male,Janata Party,Wheel,71985,7555,48.8,GEN,35150,Vidhan Sabha (State)
1977,Bihar,Aurangabad,126,Manoj Siddiqui,Male,Janata Party,Wheel,53324,11394,48.1,GEN,25672,Vidhan Sabha (State)
1977,Bihar,Rafiganj,127,Radha Sinha,Male,Indian National Congress,Hand,75467,9832,56.8,GEN,42892,Vidhan Sabha (State)
1977,Bihar,Gurua,128,Sita Ansari,Female,Janata Party,Wheel,76683,7495,52.9,GEN,40551,Vidhan Sabha (State)
1977,Bihar,Sherghati,129,Arun Yadav,Male,Janata Party,Wheel,78562,5334,48.1,GEN,37770,Vidhan Sabha (State)
1977,Bihar,Imamganj,130,Meera Devi,Female,Janata Party,Wheel,82064,13887,50.3,GEN,41312,Vidhan Sabha (State)
1977,Bihar,Barachatti,131,Tarun Ram,Male,Janata Party,Wheel,68737,5203,49.4,GEN,33978,Vidhan Sabha (State)
1977,Bihar,Bodh Gaya,132,Vijay Jha,Male,Janata Party,Wheel,52831,8792,47.2,GEN,24954,Vidhan Sabha (State)
1977,Bihar,Gaya Town,133,Kishore Sahu,Male,Janata Party,Wheel,69475,1558,52.7,GEN,36617,Vidhan Sabha (State)
1977,Bihar,Tikari,134,Suresh Sinha,Male,Janata Party,Wheel,69055,13016,64.9,GEN,44836,Vidhan Sabha (State)
1977,Bihar,Belaganj,135,Lalita Ram,Male,Janata Party,Wheel,67039,1456,45.9,GEN,30770,Vidhan Sabha (State)
1977,Bihar,Atri,136,Braj Ansari,Male,Janata Party,Wheel,71095,1046,61.1,GEN,43453,Vidhan Sabha (State)
1977,Bihar,Wazirganj,137,Lalita Sinha,Male,Janata Party,Wheel,54599,11882,47.7,GEN,26033,Vidhan Sabha (State)
1977,Bihar,Rajauli,138,Anita Khan,Male,Janata Party,Wheel,74478,3263,56.1,GEN,41799,Vidhan Sabha (State)
1977,Bihar,Hisua,139,Suraj Das,Male,Independent,Other,83571,5482,51.9,GEN,43383,Vidhan Sabha (State)
1977,Bihar,Nawada,140,Dev Kaur,Male,Janata Party,Wheel,55058,8037,48.6,SC,26763,Vidhan Sabha (State)
1977,Bihar,Gobindpur,141,Ramesh Mandal,Male,Janata Party,Wheel,72239,8063,61.5,GEN,44445,Vidhan Sabha (State)
1977,Bihar,Warsaliganj,142,Ram Ram,Male,Independent,Other,58154,8267,57.5,GEN,33436,Vidhan Sabha (State)
1977,Bihar,Sikandra,143,Sangita Alam,Male,Janata Party,Wheel,66237,4788,64,GEN,42382,Vidhan Sabha (State)
1977,Bihar,Jamui,144,Ganesh Verma,Male,Janata Party,Wheel,49782,2898,62.2,GEN,30952,Vidhan Sabha (State)
1977,Bihar,Jhajha,145,Suresh Pandey,Male,Janata Party,Wheel,69363,14241,53.3,GEN,36998,Vidhan Sabha (State)
1977,Bihar,Chakai,146,Pramod Pandey,Male,Janata Party,Wheel,53134,1853,63.3,GEN,33623,Vidhan Sabha (State)
1977,Bihar,Lakhisarai,147,Gita Thakur,Female,Janata Party,Wheel,51853,12730,58,GEN,30069,Vidhan Sabha (State)
1977,Bihar,Suryagarha,148,Gita Mandal,Female,Janata Party,Wheel,59442,1723,64.1,SC,38121,Vidhan Sabha (State)
1977,Bihar,Sheikhpura,149,Tarun Prasad,Male,Indian National Congress,Hand,73158,1407,49.1,GEN,35948,Vidhan Sabha (State)
1977,Bihar,Barbigha,150,Nisha Sinha,Male,Janata Party,Wheel,70353,14185,47.7,SC,33568,Vidhan Sabha (State)
1977,Bihar,Asthawan,151,Manoj Paswan,Male,Janata Party,Wheel,48857,13933,49.8,GEN,24352,Vidhan Sabha (State)
1977,Bihar,Biharsharif,152,Meera Mandal,Male,Janata Party,Wheel,54749,1440,47.3,GEN,25904,Vidhan Sabha (State)
1977,Bihar,Rajgir,153,Nawal Mandal,Male,Janata Party,Wheel,53948,3371,60.1,GEN,32407,Vidhan Sabha (State)
1977,Bihar,Islampur,154,Mira Prasad,Male,Independent,Other,81559,4688,50.5,GEN,41157,Vidhan Sabha (State)
1977,Bihar,Hilsa,155,Sanjay Jha,Male,Indian National Congress,Hand,54017,8746,62.4,GEN,33681,Vidhan Sabha (State)
1977,Bihar,Nalanda,156,Gita Alam,Female,Independent,Other,78746,9629,59.4,GEN,46769,Vidhan Sabha (State)
1977,Bihar,Harnaut,157,Meera Yadav,Male,Janata Party,Wheel,71838,14304,57.4,GEN,41248,Vidhan Sabha (State)
1977,Bihar,Bhorey,158,Braj Singh,Male,Janata Party,Wheel,74368,6438,61.6,SC,45781,Vidhan Sabha (State)
1977,Bihar,Parsa,159,Ashok Kaur,Male,Communist Party of India (Marxist),Hammer Sickle Star,73321,10462,59.8,ST,43827,Vidhan Sabha (State)
1977,Bihar,Sonepur,160,Manoj Thakur,Male,Janata Party,Wheel,78253,5047,46.1,GEN,36063,Vidhan Sabha (State)
1977,Bihar,Hajipur,161,Krishna Choudhary,Male,Janata Party,Wheel,63963,13085,59.2,GEN,37839,Vidhan Sabha (State)
1977,Bihar,Lalganj,162,Arun Rai,Male,Janata Party,Wheel,46405,12613,47.6,GEN,22110,Vidhan Sabha (State)
1977,Bihar,Vaishali,163,Sunita Jha,Male,Indian National Congress,Hand,69853,12042,63.7,GEN,44526,Vidhan Sabha (State)
1977,Bihar,Mahua,164,Barun Thakur,Male,Independent,Other,64145,7663,56.8,GEN,36451,Vidhan Sabha (State)
1977,Bihar,Patepur,165,Suman Verma,Male,Janata Party,Wheel,49637,14568,47.5,SC,23585,Vidhan Sabha (State)
1977,Bihar,Raghopur,166,Ramesh Thakur,Male,Janata Party,Wheel,82947,11043,48.5,SC,40203,Vidhan Sabha (State)
1977,Bihar,Maharajganj,167,Dev Mishra,Male,Janata Party,Wheel,62574,2942,56.1,GEN,35117,Vidhan Sabha (State)
1977,Bihar,Mashrakh,168,Radha Prasad,Male,Janata Party,Wheel,56103,11358,60.1,GEN,33743,Vidhan Sabha (State)
1977,Bihar,Baniapur,169,Asha Verma,Male,Janata Party,Wheel,73661,10623,59.6,GEN,43891,Vidhan Sabha (State)
1977,Bihar,Taraiya,170,Nawal Verma,Male,Indian National Congress,Hand,50106,2082,59.2,GEN,29648,Vidhan Sabha (State)
1977,Bihar,Marhaura,171,Ram Paswan,Male,Janata Party,Wheel,45087,2976,47.7,GEN,21498,Vidhan Sabha (State)
1977,Bihar,Chapra,172,Kavita Ram,Male,Janata Party,Wheel,76146,6523,58.8,GEN,44810,Vidhan Sabha (State)
1977,Bihar,Garkha,173,Indira Sinha,Male,Janata Party,Wheel,46294,9138,62.5,GEN,28915,Vidhan Sabha (State)
1977,Bihar,Amnour,174,Sunita Sinha,Male,Independent,Other,63346,9667,52,GEN,32955,Vidhan Sabha (State)
1977,Bihar,Jalalpur,175,Sangita Roy,Male,Janata Party,Wheel,78463,9047,48.2,GEN,37837,Vidhan Sabha (State)
1977,Bihar,Saran,176,Radha Begum,Male,Janata Party,Wheel,53511,14396,50.2,GEN,26845,Vidhan Sabha (State)
1977,Bihar,Maker,177,Ram Mandal,Male,Janata Party,Wheel,76345,7018,61.8,GEN,47194,Vidhan Sabha (State)
1977,Bihar,Marhowrah,178,Nisha Thakur,Male,Janata Party,Wheel,64009,12709,53.2,GEN,34077,Vidhan Sabha (State)
1977,Bihar,Darauli,179,Suraj Devi,Female,Independent,Other,81610,7022,48.5,SC,39596,Vidhan Sabha (State)
1977,Bihar,Raghunathpur,180,Lalita Singh,Male,Indian National Congress,Hand,82972,13339,58.2,GEN,48284,Vidhan Sabha (State)
1977,Bihar,Daraunda,181,Rekha Pandey,Male,Janata Party,Wheel,54819,7856,51.5,GEN,28207,Vidhan Sabha (State)
1977,Bihar,Siwan,182,Sunita Verma,Male,Janata Party,Wheel,66399,8441,50.7,GEN,33644,Vidhan Sabha (State)
1977,Bihar,Ziradei,183,Ashok Sharma,Male,Janata Party,Wheel,57125,12238,63.6,GEN,36303,Vidhan Sabha (State)
1977,Bihar,Mairwa,184,Usha Sahu,Male,Janata Party,Wheel,71477,14260,49.9,GEN,35698,Vidhan Sabha (State)
1977,Bihar,Barharia,185,Babita Verma,Male,Janata Party,Wheel,53573,5278,59.5,GEN,31862,Vidhan Sabha (State)
1977,Bihar,Gopalganj,186,Sanjay Sinha,Male,Indian National Congress,Hand,70274,14422,51.2,GEN,35982,Vidhan Sabha (State)
1977,Bihar,Kuchaikote,187,Ashok Sinha,Male,Janata Party,Wheel,59150,11192,55.8,GEN,32997,Vidhan Sabha (State)
1977,Bihar,Bhore,188,Usha Pandey,Male,Indian National Congress,Hand,62595,5010,54.5,GEN,34092,Vidhan Sabha (State)
1977,Bihar,Hathua,189,Suraj Jha,Male,Janata Party,Wheel,55180,5368,45.7,GEN,25190,Vidhan Sabha (State)
1977,Bihar,Barauli,190,Pramod Thakur,Male,Janata Party,Wheel,82461,11938,62,GEN,51151,Vidhan Sabha (State)
1977,Bihar,Minapur,191,Anil Mandal,Male,Janata Party,Wheel,50632,2282,55.5,GEN,28075,Vidhan Sabha (State)
