YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NUMBER OF VOTERS (MARGIN),VOTE %,Category,VOTES CASTED,Election Type
2014,Tripura,Manu,40,Prabhat Chowdhury,Male,Communist Party of India (Marxist),"Hammer, Sickle & Star",38941,15971,0.931,Scheduled Tribe,36215,Vidhan Sabha Bypoll (State)
2015,Tripura,Pratapgarh,6,Ramu Das,Male,Communist Party of India (Marxist),"Hammer, Sickle & Star",50214,17326,0.9251,Scheduled Caste,46312,Vidhan Sabha Bypoll (State)
2015,Tripura,Surma,24,Anjan Das,Male,Communist Party of India (Marxist),"Hammer, Sickle & Star",42311,15309,0.9182,Scheduled Caste,38812,Vidhan Sabha Bypoll (State)
2016,Tripura,Amarpur,32,Parimal Debnath,Male,Communist Party of India (Marxist),"Hammer, Sickle & Star",38912,10597,0.9124,General,35412,Vidhan Sabha Bypoll (State)
2016,Tripura,Barjala,4,Jhumu Sarkar,Female,Communist Party of India (Marxist),"Hammer, Sickle & Star",39214,3374,0.8765,Scheduled Caste,34212,Vidhan Sabha Bypoll (State)
2016,Tripura,Khowai,27,Biswajit Dutta,Male,Communist Party of India (Marxist),"Hammer, Sickle & Star",37924,16047,0.9372,General,35512,Vidhan Sabha Bypoll (State)
2019,Tripura,Badharghat,7,Mimi Majumder,Female,Bharatiya Janata Party,Lotus,57412,5276,0.792,Scheduled Caste,45412,Vidhan Sabha Bypoll (State)
2022,Tripura,Agartala,6,Sudip Roy Barman,Male,Indian National Congress,Hand,51412,3163,0.7827,General,40241,Vidhan Sabha Bypoll (State)
2022,Tripura,Town Bordowali,8,Manik Saha,Male,Bharatiya Janata Party,Lotus,46214,6104,0.715,General,33124,Vidhan Sabha Bypoll (State)
2022,Tripura,Surma,46,Swapna Das,Female,Bharatiya Janata Party,Lotus,44214,4583,0.8302,Scheduled Caste,36712,Vidhan Sabha Bypoll (State)
2022,Tripura,Jubarajnagar,57,Malina Debnath,Female,Bharatiya Janata Party,Lotus,41214,4572,0.8348,General,34412,Vidhan Sabha Bypoll (State)
2023,Tripura,Boxanagar,20,Tafajjal Hossain,Male,Bharatiya Janata Party,Lotus,38124,30237,0.892,General,34012,Vidhan Sabha Bypoll (State)
2023,Tripura,Dhanpur,23,Bindu Debnath,Male,Bharatiya Janata Party,Lotus,41214,18871,0.841,General,34612,Vidhan Sabha Bypoll (State)
2024,Tripura,Ramnagar,7,Dipak Majumder,Male,Bharatiya Janata Party,Lotus,45124,18014,0.813,General,36612,Vidhan Sabha Bypoll (State)
